id,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,price,price_quote_price_per_night,minimum_nights,number_of_reviews,review_scores_rating,city
2737,41.87136,12.48215,Private room,Private room,1,1.5,1.0,59.52,59.52,31.0,5,4.8,Rome
12398,41.92582,12.46928,Entire rental unit,Entire home/apt,3,1.0,2.0,117.13,117.13,31.0,85,4.9,Rome
19965,41.90823,12.45293,Entire condo,Entire home/apt,5,1.0,2.0,160.6,160.6,2.0,195,4.58,Rome
20534,41.88992,12.46823,Entire vacation home,Entire home/apt,4,1.0,1.0,243.67,243.67,3.0,50,4.48,Rome
20587,41.88992,12.46823,Entire vacation home,Entire home/apt,4,1.0,2.0,302.5,302.5,2.0,90,4.69,Rome
20699,41.89294,12.50581,Private room in guesthouse,Private room,2,1.0,1.0,122.6,122.6,1.0,766,4.82,Rome
21193,41.91029,12.44703,Private room in bed and breakfast,Private room,2,1.0,1.0,139.0,139.0,2.0,16,4.71,Rome
21811,41.89084,12.46804,Entire loft,Entire home/apt,4,1.0,3.0,169.0,169.0,1.0,265,4.38,Rome
22573,41.89078,12.52634,Entire loft,Entire home/apt,3,1.0,1.0,155.0,155.0,3.0,219,4.7,Rome
22930,41.88992,12.46823,Entire rental unit,Entire home/apt,2,1.5,1.0,211.5,211.5,2.0,81,4.53,Rome
25875,41.89689,12.45695,Entire rental unit,Entire home/apt,7,2.0,2.0,236.0,236.0,3.0,46,4.7,Rome
29606,41.87906,12.45054,Entire condo,Entire home/apt,7,1.0,2.0,155.0,155.0,2.0,198,4.75,Rome
37305,41.92239,12.487604,Entire condo,Entire home/apt,2,1.0,2.0,174.0,174.0,1.0,23,4.74,Rome
37307,41.92239,12.487604,Entire condo,Entire home/apt,3,1.0,2.0,173.0,173.0,1.0,56,4.78,Rome
43912,42.05745,12.48699,Entire rental unit,Entire home/apt,4,1.0,2.0,104.13,104.13,31.0,15,4.53,Rome
48807,41.887333,12.532795,Entire condo,Entire home/apt,4,0.5,1.0,112.5,112.5,2.0,281,4.82,Rome
49240,41.89738,12.476,Entire condo,Entire home/apt,6,1.5,2.0,202.48,202.48,31.0,77,4.7,Rome
50333,41.91321,12.45482,Entire loft,Entire home/apt,3,2.0,1.0,150.5,150.5,4.0,150,4.8,Rome
50471,41.882,12.4673,Entire rental unit,Entire home/apt,2,1.0,1.0,167.76,167.76,2.0,520,4.77,Rome
53203,41.89804,12.51745,Entire rental unit,Entire home/apt,6,1.0,3.0,30.17,30.17,90.0,101,4.67,Rome
53265,41.89858,12.45363,Entire condo,Entire home/apt,2,1.0,1.0,110.71,110.71,7.0,180,4.93,Rome
53322,41.89585,12.47333,Entire condo,Entire home/apt,2,1.0,1.0,164.05,164.05,4.0,262,4.54,Rome
53325,41.89476,12.47379,Entire rental unit,Entire home/apt,2,1.0,1.0,188.0,188.0,1.0,286,4.54,Rome
54991,41.87568,12.50485,Entire rental unit,Entire home/apt,4,1.0,2.0,107.33,107.33,3.0,219,4.69,Rome
55710,41.89723,12.45127,Entire condo,Entire home/apt,6,3.0,2.0,276.5,276.5,2.0,577,4.96,Rome
56795,41.90916,12.4562,Private room in bed and breakfast,Private room,4,1.0,1.0,193.5,193.5,2.0,76,4.99,Rome
56801,41.910053,12.457028,Private room in rental unit,Private room,2,1.0,1.0,156.0,156.0,2.0,23,4.95,Rome
57982,41.89687,12.47044,Entire rental unit,Entire home/apt,3,2.5,1.0,211.33,211.33,3.0,72,4.65,Rome
58273,41.88695,12.46911,Entire rental unit,Entire home/apt,6,1.0,3.0,244.5,244.5,2.0,463,4.87,Rome
60300,41.89711,12.49997,Entire rental unit,Entire home/apt,14,5.0,5.0,1073.0,1073.0,2.0,295,4.94,Rome
63092,41.93176,12.5224,Entire rental unit,Entire home/apt,5,1.0,1.0,126.8,126.8,3.0,19,4.63,Rome
64683,41.88396,12.50654,Entire rental unit,Entire home/apt,2,1.0,1.0,253.5,253.5,2.0,323,4.66,Rome
65104,41.88240051269531,12.514650344848633,Entire rental unit,Entire home/apt,5,1.0,2.0,132.45,132.45,1.0,363,4.7,Rome
70477,41.905268,12.447995,Entire rental unit,Entire home/apt,3,2.0,1.0,184.0,184.0,1.0,275,4.83,Rome
70621,41.90447,12.47536,Entire rental unit,Entire home/apt,5,1.0,1.0,198.0,198.0,1.0,273,4.66,Rome
71341,41.91247681352512,12.442726320927866,Entire rental unit,Entire home/apt,4,1.0,1.0,154.5,154.5,2.0,26,4.54,Rome
73235,41.88876652778042,12.529838562011737,Entire vacation home,Entire home/apt,2,1.0,1.0,114.33,114.33,2.0,39,5.0,Rome
75474,41.98959,12.52154,Entire vacation home,Entire home/apt,12,6.0,6.0,1369.67,1369.67,3.0,4,5.0,Rome
77831,41.89733,12.4917,Entire rental unit,Entire home/apt,3,1.0,1.0,198.0,198.0,3.0,399,4.86,Rome
80280,41.89747,12.46875,Entire rental unit,Entire home/apt,4,1.0,1.0,205.5,205.5,2.0,214,4.73,Rome
80292,41.89765,12.47075,Entire rental unit,Entire home/apt,4,1.0,1.0,172.5,172.5,2.0,269,4.62,Rome
80612,41.86278533935547,12.543291091918944,Entire rental unit,Entire home/apt,4,1.0,1.0,118.0,118.0,3.0,408,4.88,Rome
85857,41.89818954467773,12.503888130187988,Room in bed and breakfast,Hotel room,2,3.0,1.0,88.0,88.0,1.0,115,4.38,Rome
86187,41.89543914794922,12.451955795288086,Entire condo,Entire home/apt,2,1.0,1.0,164.5,164.5,2.0,567,4.94,Rome
88428,41.8997885,12.4708188,Entire loft,Entire home/apt,3,2.5,1.0,261.5,261.5,2.0,268,4.73,Rome
90666,41.90982,12.45652,Entire rental unit,Entire home/apt,4,1.0,2.0,135.8,135.8,4.0,299,4.92,Rome
90902,41.89967,12.46764,Entire condo,Entire home/apt,4,1.0,1.0,156.04,156.04,31.0,33,4.06,Rome
90971,41.8925,12.47865,Entire condo,Entire home/apt,4,1.0,1.0,328.0,328.0,2.0,115,4.44,Rome
91029,41.91736,12.49732,Private room in bed and breakfast,Private room,2,1.0,1.0,70.0,70.0,3.0,125,4.81,Rome
93976,41.89556,12.47273,Entire rental unit,Entire home/apt,2,1.0,1.0,151.78,151.78,2.0,250,4.71,Rome
94106,41.91429,12.45166,Entire rental unit,Entire home/apt,4,2.0,1.0,117.5,117.5,2.0,230,4.75,Rome
95415,41.90235,12.49102,Private room in rental unit,Private room,3,1.0,1.0,128.0,128.0,1.0,594,4.52,Rome
96351,41.8923,12.49128,Entire rental unit,Entire home/apt,2,1.0,1.0,281.67,281.67,3.0,222,4.93,Rome
96755,41.91119,12.43749,Private room in bed and breakfast,Private room,2,1.0,1.0,67.33,67.33,3.0,120,4.56,Rome
99620,41.87318,12.45721,Private room in rental unit,Private room,3,0.5,1.0,82.33,82.33,3.0,27,4.6,Rome
99635,41.87233352661133,12.456809997558594,Entire rental unit,Entire home/apt,8,2.0,3.0,145.67,145.67,3.0,48,4.41,Rome
102672,41.72569,12.28699,Entire condo,Entire home/apt,9,3.0,3.0,431.67,431.67,3.0,16,4.38,Rome
103245,41.88788,12.46975,Entire rental unit,Entire home/apt,6,1.0,2.0,188.5,188.5,2.0,541,4.88,Rome
103870,41.89711,12.50423,Entire rental unit,Entire home/apt,3,1.0,1.0,73.04,73.04,2.0,430,4.28,Rome
108039,41.905268,12.447995,Entire rental unit,Entire home/apt,3,1.0,1.0,192.0,192.0,1.0,289,4.85,Rome
113590,41.89416,12.50958,Entire rental unit,Entire home/apt,2,1.0,1.0,95.0,95.0,1.0,884,4.65,Rome
116291,41.90108,12.45784,Private room in condo,Private room,2,1.0,1.0,136.0,136.0,1.0,65,4.83,Rome
117251,41.89503,12.47433,Entire rental unit,Entire home/apt,4,1.0,1.0,174.67,174.67,3.0,62,4.87,Rome
118803,41.90051,12.51363,Entire rental unit,Entire home/apt,4,1.0,1.0,131.0,131.0,2.0,202,4.89,Rome
124269,41.88786,12.4706,Entire rental unit,Entire home/apt,4,1.0,2.0,272.52,272.52,2.0,202,4.81,Rome
125484,41.8944,12.47714,Entire rental unit,Entire home/apt,2,1.0,1.0,192.0,192.0,3.0,375,4.85,Rome
131221,41.90274,12.46072,Private room in condo,Private room,2,1.0,3.0,137.0,137.0,1.0,205,4.96,Rome
135307,41.85624,12.47893,Entire rental unit,Entire home/apt,3,1.0,1.0,89.01,89.01,1.0,134,4.81,Rome
137713,41.89579,12.47098,Entire rental unit,Entire home/apt,3,1.0,1.0,231.33,231.33,3.0,167,4.77,Rome
137724,41.89737,12.47008,Entire rental unit,Entire home/apt,2,1.0,1.0,131.33,131.33,2.0,278,4.69,Rome
138192,41.89122,12.50543,Private room in rental unit,Private room,2,1.0,1.0,126.0,126.0,1.0,103,4.49,Rome
139330,41.88142,12.54422,Private room in bed and breakfast,Private room,2,1.0,2.0,88.0,88.0,1.0,28,4.79,Rome
140801,41.88739,12.4969,Entire vacation home,Entire home/apt,2,1.0,1.0,125.67,125.67,1.0,253,4.73,Rome
141614,41.89319,12.50611,Private room in rental unit,Private room,3,2.0,2.0,133.5,133.5,1.0,56,4.39,Rome
141634,41.89128,12.50517,Private room in rental unit,Private room,3,1.0,1.0,145.0,145.0,1.0,91,4.64,Rome
147381,41.90064,12.48435,Entire rental unit,Entire home/apt,2,1.0,1.0,128.91,128.91,3.0,334,4.59,Rome
147670,41.88795,12.50326,Private room in bed and breakfast,Private room,4,1.0,2.0,243.0,243.0,1.0,6,4.67,Rome
153542,41.93947,12.42458,Entire rental unit,Entire home/apt,2,1.0,1.0,137.0,137.0,3.0,10,4.9,Rome
155179,41.89875,12.46946,Entire rental unit,Entire home/apt,2,1.0,1.0,171.33,171.33,2.0,229,4.72,Rome
156445,41.89875,12.46946,Entire rental unit,Entire home/apt,2,1.0,1.0,160.0,160.0,2.0,173,4.7,Rome
156873,41.87331,12.51897,Entire rental unit,Entire home/apt,6,1.0,2.0,120.0,120.0,1.0,2,4.0,Rome
158722,41.90286,12.47381,Entire rental unit,Entire home/apt,5,2.0,2.0,386.67,386.67,1.0,42,4.2,Rome
158761,41.88786,12.4668,Entire rental unit,Entire home/apt,4,1.0,1.0,7.07,7.07,360.0,8,4.75,Rome
163008,41.88836,12.50148,Entire rental unit,Entire home/apt,5,1.0,2.0,179.17,179.17,2.0,698,4.69,Rome
166454,41.89206,12.47207,Entire rental unit,Entire home/apt,3,1.0,1.0,102.71,102.71,1.0,624,4.78,Rome
166894,41.89198,12.46981,Entire rental unit,Entire home/apt,3,1.0,1.0,97.0,97.0,1.0,766,4.75,Rome
172334,41.85897,12.60646,Entire rental unit,Entire home/apt,4,1.0,2.0,256.0,256.0,1.0,23,4.7,Rome
175380,41.89388,12.51137,Entire vacation home,Entire home/apt,6,1.0,2.0,269.0,269.0,1.0,312,4.81,Rome
181189,41.90963,12.45603,Room in bed and breakfast,Hotel room,4,1.0,1.0,374.0,374.0,2.0,167,4.73,Rome
181747,41.90183,12.50397,Entire vacation home,Entire home/apt,5,1.5,2.0,202.0,202.0,2.0,158,4.71,Rome
182862,41.89416,12.47069,Entire vacation home,Entire home/apt,2,1.0,1.0,171.18,171.18,1.0,303,4.57,Rome
183969,41.90346,12.50448,Entire condo,Entire home/apt,3,2.0,2.0,142.0,142.0,2.0,827,4.87,Rome
186484,41.89726,12.47866,Entire rental unit,Entire home/apt,3,1.0,1.0,163.67,163.67,1.0,412,4.82,Rome
191877,41.89400863647461,12.47263526916504,Entire rental unit,Entire home/apt,4,2.0,2.0,349.2,349.2,5.0,69,4.74,Rome
192711,41.8692512512207,12.52786636352539,Entire condo,Entire home/apt,5,1.0,2.0,148.2,148.2,5.0,52,4.35,Rome
192859,41.8999343818594,12.471209368781947,Entire rental unit,Entire home/apt,6,1.0,2.0,340.0,340.0,1.0,131,4.59,Rome
194786,41.87727,12.51527,Entire rental unit,Entire home/apt,4,1.0,1.0,188.0,188.0,1.0,269,4.53,Rome
196714,41.897308,12.504276,Entire rental unit,Entire home/apt,6,1.0,3.0,230.67,230.67,1.0,39,4.43,Rome
220921,41.89556,12.49303,Entire condo,Entire home/apt,3,1.0,1.0,166.0,166.0,3.0,88,4.71,Rome
223154,41.89513,12.47405,Entire rental unit,Entire home/apt,2,1.0,1.0,132.95,132.95,4.0,314,4.64,Rome
226372,41.89057,12.4966,Entire loft,Entire home/apt,4,1.5,1.0,244.0,244.0,1.0,946,4.92,Rome
228872,41.8965,12.47288,Entire condo,Entire home/apt,13,4.0,5.0,1343.55,1343.55,2.0,186,4.78,Rome
228911,41.8965,12.47288,Entire rental unit,Entire home/apt,8,3.0,4.0,856.5,856.5,1.0,218,4.77,Rome
230295,41.89749,12.46995,Private room in rental unit,Private room,4,1.0,3.0,485.0,485.0,2.0,350,4.8,Rome
230555,41.8857,12.47611,Entire rental unit,Entire home/apt,6,2.0,3.0,615.33,615.33,1.0,96,4.84,Rome
231116,41.90554,12.49993,Entire rental unit,Entire home/apt,2,1.0,1.0,157.0,157.0,2.0,424,4.75,Rome
231654,41.88682,12.49815,Entire rental unit,Entire home/apt,5,2.0,2.0,335.0,335.0,3.0,37,4.92,Rome
232470,41.8363,12.54239,Private room in villa,Private room,2,3.0,1.0,39.05,39.05,31.0,0,4.24,Rome
234534,41.90175,12.48465,Entire rental unit,Entire home/apt,5,1.0,2.0,276.75,276.75,4.0,173,4.71,Rome
234538,41.90282,12.48644,Entire rental unit,Entire home/apt,3,1.5,1.0,191.25,191.25,4.0,187,4.66,Rome
234540,41.9014,12.48444,Entire rental unit,Entire home/apt,4,2.0,1.0,248.25,248.25,4.0,111,4.64,Rome
234542,41.89335,12.46627,Entire rental unit,Entire home/apt,6,2.0,2.0,291.0,291.0,4.0,132,4.66,Rome
234544,41.89178,12.46977,Entire rental unit,Entire home/apt,6,1.0,2.0,306.5,306.5,4.0,202,4.73,Rome
235858,41.89786,12.50514,Private room in bed and breakfast,Private room,11,1.0,3.0,131.24,131.24,2.0,228,4.72,Rome
239234,41.89651,12.50597,Private room in rental unit,Private room,2,1.0,2.0,126.0,126.0,2.0,387,4.76,Rome
239253,41.89737,12.50571,Private room in rental unit,Private room,4,1.0,1.0,151.5,151.5,2.0,475,4.82,Rome
239288,41.89783,12.50608,Private room in rental unit,Private room,2,1.0,1.0,126.0,126.0,2.0,326,4.76,Rome
239293,41.89631,12.50584,Private room in bed and breakfast,Private room,3,1.0,1.0,131.24,131.24,2.0,475,4.78,Rome
240706,41.73548,12.2654,Entire rental unit,Entire home/apt,5,1.0,1.0,126.0,126.0,2.0,16,4.31,Rome
242420,41.8722,12.51837,Private room in rental unit,Private room,2,1.0,1.0,80.0,80.0,1.0,30,4.34,Rome
245450,41.90092147922837,12.445162835658106,Entire vacation home,Entire home/apt,4,2.0,2.0,183.0,183.0,2.0,29,4.64,Rome
247254,41.88156,12.50437,Entire rental unit,Entire home/apt,4,1.0,1.0,124.67,124.67,1.0,283,4.51,Rome
255221,41.83741,12.46306,Entire place,Entire home/apt,4,1.0,1.0,80.0,80.0,1.0,304,4.68,Rome
255532,41.94537,12.4401,Private room in bed and breakfast,Private room,2,1.0,1.0,121.5,121.5,1.0,4,4.25,Rome
256695,41.88862,12.47607,Entire rental unit,Entire home/apt,4,1.0,1.0,209.33,209.33,3.0,307,4.96,Rome
258330,41.88008,12.52006,Entire rental unit,Entire home/apt,4,1.0,1.0,110.29,110.29,7.0,110,4.89,Rome
259075,41.89984,12.45392,Entire rental unit,Entire home/apt,11,3.0,3.0,380.39,380.39,1.0,255,4.81,Rome
262254,41.89674,12.4728,Entire rental unit,Entire home/apt,10,2.0,4.0,367.0,367.0,2.0,475,4.61,Rome
262313,41.89521,12.50603,Private room in bed and breakfast,Private room,3,1.0,1.0,126.0,126.0,1.0,298,4.74,Rome
262876,41.89514,12.46542,Private room in loft,Private room,3,1.0,1.0,115.5,115.5,2.0,474,4.49,Rome
263658,41.89333,12.46665,Private room in loft,Private room,4,1.0,1.0,126.0,126.0,2.0,502,4.59,Rome
264679,41.89838,12.44971,Private room in bed and breakfast,Private room,2,1.0,1.0,137.0,137.0,1.0,289,4.79,Rome
266296,41.89991,12.47005,Entire rental unit,Entire home/apt,5,1.0,2.0,215.0,215.0,1.0,236,4.75,Rome
269143,41.91162,12.44975,Entire condo,Entire home/apt,2,1.5,1.0,130.1,130.1,2.0,226,4.81,Rome
271812,41.89659,12.47212,Entire condo,Entire home/apt,4,1.0,2.0,217.74,217.74,1.0,363,4.73,Rome
272634,41.89876,12.5047,Room in bed and breakfast,Hotel room,2,1.0,1.0,105.0,105.0,1.0,10,4.5,Rome
273092,41.929941,12.523541,Entire rental unit,Entire home/apt,10,4.0,4.0,400.0,400.0,1.0,8,4.63,Rome
273971,41.87638,12.52429,Entire rental unit,Entire home/apt,4,1.0,1.0,85.33,85.33,3.0,131,4.69,Rome
275213,41.87143,12.45796,Private room in rental unit,Private room,3,0.5,1.0,83.0,83.0,2.0,14,4.69,Rome
275420,41.89354,12.47148,Entire rental unit,Entire home/apt,2,1.0,1.0,175.0,175.0,1.0,265,4.87,Rome
277084,41.89129638671875,12.46874713897705,Room in bed and breakfast,Hotel room,2,1.0,1.0,107.1,107.1,1.0,27,4.58,Rome
280117,41.93779,12.44061,Entire rental unit,Entire home/apt,2,1.0,1.0,136.75,136.75,4.0,41,4.9,Rome
280198,41.88377,12.46612,Entire rental unit,Entire home/apt,3,1.0,2.0,168.5,168.5,2.0,150,4.72,Rome
281393,42.03037,12.45092,Farm stay,Entire home/apt,9,4.5,3.0,308.2,308.2,5.0,7,5.0,Rome
281629,41.90913856322778,12.45989990234377,Entire condo,Entire home/apt,2,1.0,1.0,154.33,154.33,1.0,217,4.94,Rome
282037,41.89641,12.47182,Entire rental unit,Entire home/apt,4,1.0,1.0,270.33,270.33,3.0,22,4.95,Rome
282831,41.89862,12.47523,Entire rental unit,Entire home/apt,8,2.0,2.0,514.0,514.0,1.0,35,4.51,Rome
283620,41.88959,12.50007,Entire rental unit,Entire home/apt,9,2.0,3.0,560.0,560.0,1.0,272,4.84,Rome
283699,41.88677,12.46899,Private room in bed and breakfast,Private room,2,1.0,1.0,137.0,137.0,2.0,326,4.93,Rome
285564,41.88757,12.47159,Entire condo,Entire home/apt,6,2.5,2.0,364.0,364.0,2.0,166,4.85,Rome
287297,41.89733,12.47521,Entire rental unit,Entire home/apt,5,1.5,1.0,423.0,423.0,1.0,26,4.52,Rome
289471,41.88992,12.4682,Entire rental unit,Entire home/apt,4,1.0,2.0,302.5,302.5,2.0,128,4.64,Rome
290388,41.90905,12.45135,Private room in bed and breakfast,Private room,2,1.0,1.0,120.0,120.0,2.0,31,4.68,Rome
291274,41.87322235107422,12.449987411499023,Entire rental unit,Entire home/apt,3,1.0,1.0,116.5,116.5,2.0,301,4.74,Rome
293274,41.8759,12.48786,Entire rental unit,Entire home/apt,3,1.0,1.0,107.31,107.31,31.0,9,4.0,Rome
295715,41.90762,12.45582,Entire rental unit,Entire home/apt,6,2.0,2.0,331.0,331.0,1.0,92,4.96,Rome
295755,41.90862,12.45993,Private room in rental unit,Private room,8,2.0,3.0,287.0,287.0,2.0,26,4.54,Rome
297562,41.89399,12.48016,Entire rental unit,Entire home/apt,4,2.0,2.0,300.67,300.67,3.0,8,4.63,Rome
297635,41.87496,12.51151,Entire rental unit,Entire home/apt,6,1.0,2.0,120.0,120.0,1.0,5,3.33,Rome
297933,41.87429,12.50884,Entire rental unit,Entire home/apt,6,1.0,2.0,82.86,82.86,7.0,1,5.0,Rome
298031,41.89806,12.47137,Entire rental unit,Entire home/apt,4,1.0,2.0,265.5,265.5,1.0,347,4.6,Rome
299695,41.89603,12.45407,Entire condo,Entire home/apt,3,1.0,1.0,148.0,148.0,2.0,183,4.9,Rome
300848,41.87451,12.46785,Entire rental unit,Entire home/apt,4,1.0,1.0,178.0,178.0,1.0,409,4.77,Rome
302154,41.89009,12.50017,Entire rental unit,Entire home/apt,9,2.0,3.0,348.0,348.0,2.0,218,4.87,Rome
302157,41.88874,12.5003,Entire rental unit,Entire home/apt,9,2.0,3.0,284.0,284.0,1.0,156,4.91,Rome
305009,41.89918,12.49257,Private room in rental unit,Private room,2,1.0,1.0,182.0,182.0,1.0,197,4.74,Rome
305081,41.90667,12.47182,Private room in bed and breakfast,Private room,2,1.0,1.0,128.5,128.5,2.0,533,4.86,Rome
307429,41.89991,12.46547,Entire rental unit,Entire home/apt,2,1.0,1.0,146.64,146.64,2.0,634,4.68,Rome
307892,41.73188,12.28036,Entire rental unit,Entire home/apt,5,1.0,3.0,156.0,156.0,1.0,35,4.57,Rome
309086,41.91029,12.44701,Private room in bed and breakfast,Private room,3,1.0,9.0,188.5,188.5,2.0,9,4.89,Rome
315264,41.89497,12.51495,Entire rental unit,Entire home/apt,2,1.0,1.0,163.67,163.67,3.0,108,4.76,Rome
317380,41.90302,12.48534,Entire rental unit,Entire home/apt,3,1.0,1.0,194.0,194.0,2.0,383,4.85,Rome
320025,41.730356,12.277281,Room in boutique hotel,Private room,3,1.0,1.0,181.0,181.0,1.0,10,4.44,Rome
322226,41.90854,12.48617,Entire rental unit,Entire home/apt,4,2.0,2.0,451.0,451.0,3.0,115,4.69,Rome
322298,41.94347,12.44008,Private room in bed and breakfast,Private room,2,1.0,1.0,115.0,115.0,1.0,26,4.88,Rome
323283,41.85921,12.55147,Private room in rental unit,Private room,2,2.0,2.0,80.0,80.0,3.0,94,4.8,Rome
325175,41.89061,12.46672,Entire rental unit,Entire home/apt,2,1.0,1.0,285.0,285.0,1.0,334,4.68,Rome
325252,41.8829439,12.4685545,Entire rental unit,Entire home/apt,4,2.0,2.0,137.67,137.67,2.0,57,4.81,Rome
325961,41.896149,12.493643,Entire condo,Entire home/apt,7,3.0,3.0,335.0,335.0,1.0,291,4.87,Rome
326062,41.89099,12.49843,Private room in rental unit,Private room,9,2.0,3.0,287.0,287.0,2.0,36,4.64,Rome
326361,41.896149,12.493643,Private room in condo,Private room,2,1.0,2.0,114.5,114.5,1.0,28,4.58,Rome
326494,41.896149,12.493643,Private room in condo,Private room,3,1.0,1.0,137.0,137.0,1.0,26,4.81,Rome
326537,41.896149,12.493643,Private room in condo,Private room,2,1.0,1.0,91.5,91.5,2.0,103,4.76,Rome
329412,41.94656,12.42207,Entire condo,Entire home/apt,2,1.0,1.0,32.67,32.67,28.0,12,4.83,Rome
329646,41.929805755615234,12.523479461669922,Room in bed and breakfast,Hotel room,2,1.0,1.0,72.0,72.0,1.0,67,4.75,Rome
329669,41.92960739135742,12.523043632507324,Room in bed and breakfast,Hotel room,2,1.0,2.0,72.0,72.0,1.0,35,4.69,Rome
330798,41.94406,12.43916,Private room in bed and breakfast,Private room,4,1.0,2.0,86.0,86.0,2.0,16,4.88,Rome
332616,41.89316,12.47688,Entire rental unit,Entire home/apt,3,1.0,2.0,168.0,168.0,2.0,134,4.75,Rome
332998,41.90444,12.49798,Private room in rental unit,Private room,4,1.0,3.0,141.0,141.0,2.0,186,4.83,Rome
334323,41.891533,12.492389,Entire vacation home,Entire home/apt,5,1.0,1.0,289.0,289.0,1.0,190,4.77,Rome
335009,41.89425,12.47703,Entire rental unit,Entire home/apt,4,1.0,1.0,154.33,154.33,2.0,120,4.83,Rome
336413,41.86447525024414,12.468201637268066,Private room in bed and breakfast,Private room,3,1.0,3.0,75.32,75.32,2.0,55,4.6,Rome
339319,41.8641,12.49945,Private room in rental unit,Private room,2,1.0,1.0,39.82,39.82,31.0,4,5.0,Rome
339692,41.90164,12.48742,Entire rental unit,Entire home/apt,5,1.0,2.0,200.0,200.0,1.0,544,4.66,Rome
340097,41.89895,12.46574,Entire rental unit,Entire home/apt,5,2.0,2.0,289.0,289.0,1.0,33,4.48,Rome
340173,41.9347,12.58485,Entire home,Entire home/apt,4,1.0,2.0,131.64,131.64,31.0,0,4.5,Rome
341703,41.730356,12.277281,Room in boutique hotel,Private room,2,1.0,1.0,161.0,161.0,1.0,29,4.93,Rome
342058,41.9119987487793,12.468209266662598,Private room in rental unit,Private room,4,1.0,1.0,161.0,161.0,1.0,4,4.0,Rome
343883,41.90109,12.48455,Entire rental unit,Entire home/apt,3,1.0,1.0,130.88,130.88,31.0,58,4.95,Rome
354159,41.91017,12.41544,Entire rental unit,Entire home/apt,5,1.0,2.0,117.0,117.0,4.0,23,4.61,Rome
356046,41.90785,12.47766,Entire rental unit,Entire home/apt,1,1.0,1.0,142.65,142.65,3.0,380,4.89,Rome
363364,41.82707,12.46206,Entire guest suite,Entire home/apt,1,1.0,1.0,52.48,52.48,31.0,37,4.97,Rome
366441,41.730356,12.277281,Room in boutique hotel,Private room,2,1.0,1.0,165.0,165.0,1.0,42,4.88,Rome
370630,41.89134,12.46861,Room in bed and breakfast,Hotel room,2,1.0,1.0,199.0,199.0,1.0,15,4.2,Rome
370699,41.90765,12.49612,Private room in rental unit,Private room,2,1.0,1.0,84.49,84.49,31.0,0,5.0,Rome
377095,41.8883,12.50636,Entire home,Entire home/apt,6,2.0,2.0,182.67,182.67,3.0,177,4.45,Rome
383422,41.89087,12.47052,Entire loft,Entire home/apt,4,1.0,1.0,116.72,116.72,31.0,116,4.21,Rome
384369,41.86144,12.55424,Entire condo,Entire home/apt,2,1.0,1.0,105.67,105.67,3.0,1,5.0,Rome
386625,41.8472,12.52297,Entire rental unit,Entire home/apt,3,1.0,1.0,242.01,242.01,3.0,101,4.84,Rome
387704,41.91645431518555,12.438558578491213,Private room in bed and breakfast,Private room,2,1.0,1.0,97.0,97.0,1.0,74,4.8,Rome
392407,41.886810302734375,12.517417907714844,Entire condo,Entire home/apt,2,1.0,1.0,142.0,142.0,2.0,27,4.65,Rome
394822,41.87458,12.46845,Private room in rental unit,Private room,2,1.0,3.0,172.0,172.0,1.0,273,4.53,Rome
395813,41.72883,12.29221,Entire rental unit,Entire home/apt,6,1.0,2.0,114.33,114.33,3.0,7,3.57,Rome
396074,41.88178,12.54386,Private room in bed and breakfast,Private room,2,1.0,2.0,88.0,88.0,1.0,0,4.97,Rome
396836,41.74024,12.27006,Entire rental unit,Entire home/apt,5,1.0,2.0,42.55,42.55,31.0,3,4.33,Rome
396870,41.72953,12.2906,Entire rental unit,Entire home/apt,3,1.0,2.0,85.67,85.67,3.0,3,3.67,Rome
396871,41.73224,12.28665,Entire rental unit,Entire home/apt,3,2.0,2.0,55.0,55.0,31.0,10,4.67,Rome
399381,41.91145,12.47027,Entire rental unit,Entire home/apt,5,1.0,2.0,249.16,249.16,3.0,227,4.87,Rome
400826,41.93504,12.52957,Private room in bed and breakfast,Private room,2,1.0,3.0,82.5,82.5,2.0,4,5.0,Rome
402510,41.73903,12.24938,Boat,Entire home/apt,2,2.0,3.0,286.0,286.0,1.0,0,4.55,Rome
407422,41.91252,12.50476,Private room in rental unit,Private room,2,1.0,1.0,54.1,54.1,31.0,151,4.46,Rome
408154,41.86253,12.54737,Entire vacation home,Entire home/apt,3,1.0,2.0,100.0,100.0,2.0,208,4.67,Rome
409020,41.90589,12.48014,Entire rental unit,Entire home/apt,6,2.0,3.0,513.0,513.0,2.0,180,4.76,Rome
409028,41.86538,12.46915,Private room in bed and breakfast,Private room,2,1.0,2.0,73.04,73.04,2.0,16,4.38,Rome
409226,41.86371,12.46717,Private room in bed and breakfast,Private room,2,1.0,2.0,73.04,73.04,4.0,59,4.71,Rome
409578,41.82175,12.47878,Private room in vacation home,Private room,2,1.0,1.0,100.0,100.0,1.0,25,4.8,Rome
409920,41.71728,12.49729,Entire rental unit,Entire home/apt,5,1.0,2.0,177.0,177.0,4.0,43,4.91,Rome
410941,41.88793,12.50676,Entire condo,Entire home/apt,4,2.0,1.0,174.0,174.0,1.0,524,4.8,Rome
411259,41.71728,12.49729,Entire rental unit,Entire home/apt,5,1.0,3.0,154.25,154.25,4.0,32,4.78,Rome
